episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
614, -5113.831136345863, 1, 32.87799238499974, 1166, 522765,                                             522765, 0.0, 2368.871337890625
615, -4593.051287174225, 2, 6.593872739998915, 225, 522990,                                             522990, 0.0, 1619.3958740234375
616, 1897.9756979942322, 1, 6.576836553000248, 234, 523224,                                             523224, 0.0, 2856.000732421875
617, -6429.976559996605, 2, 27.794324460001008, 971, 524195,                                             524195, 0.0, 2551.160400390625
618, 149.65376776456833, 1, 17.08881637000013, 606, 524801,                                             524801, 0.0, 2835.48095703125
619, -3309.399639725685, 3, 12.64550124500056, 446, 525247,                                             525247, 0.0, 2077.1943359375
620, -5325.235633313656, 2, 18.93922117999864, 669, 525916,                                             525916, 0.0, 2498.92431640625
621, -3455.506895303726, 3, 11.2157449059996, 396, 526312,                                             526312, 0.0, 2157.020263671875
622, -4092.967113137245, 2, 12.241113351999957, 423, 526735,                                             526735, 0.0, 1997.462158203125
623, -4423.56924790144, 3, 15.491524455999752, 545, 527280,                                             527280, 0.0, 2445.521240234375
624, -3785.7674090862274, 2, 11.63478199599922, 411, 527691,                                             527691, 0.0, 2834.668701171875
625, -4110.914249658585, 3, 15.484459545999925, 545, 528236,                                             528236, 0.0, 2055.368896484375
626, -5355.071268081665, 1, 41.47395793600117, 1465, 529701,                                             529701, 0.0, 2279.329345703125
627, -2459.0582530498505, 1, 29.039038101000187, 1020, 530721,                                             530721, 0.0, 2070.3916015625
628, -273.68896570801735, 1, 21.565206449999096, 772, 531493,                                             531493, 0.0, 2665.75048828125
629, -7249.981626987457, 2, 29.64704540400089, 1063, 532556,                                             532556, 0.0, 2162.040283203125
630, -5041.6067996025085, 2, 15.27025536399924, 543, 533099,                                             533099, 0.0, 3114.694091796875
631, -120.56879779696465, 1, 25.11696013099936, 889, 533988,                                             533988, 0.0, 2362.525390625
632, -5827.905885219574, 2, 32.31358409099994, 1150, 535138,                                             535138, 0.0, 2223.016357421875
633, -8373.435051202774, 4, 57.723399810000046, 2039, 537177,                                             537177, 0.0, 2611.931396484375
634, -3644.261055469513, 3, 10.825409263999973, 381, 537558,                                             537558, 0.0, 2447.28515625
635, -9829.213967323303, 2, 55.87432404599895, 1996, 539554,                                             539554, 0.0, 2182.22509765625
636, -4226.555994510651, 3, 11.228578583999479, 392, 539946,                                             539946, 0.0, 2942.362548828125
637, 2065.783949315548, 1, 9.45274459400025, 333, 540279,                                             540279, 0.0, 2863.002685546875
638, -1726.6403152048588, 1, 45.98541753400059, 1624, 541903,                                             541903, 0.0, 2372.01123046875
639, -6062.106671154499, 3, 25.418379086999266, 905, 542808,                                             542808, 0.0, 2490.911376953125
640, -983.6966243386269, 1, 26.189156080999965, 930, 543738,                                             543738, 0.0, 2783.12841796875
641, -1059.2724479138851, 1, 33.62127051300013, 1182, 544920,                                             544920, 0.0, 2214.439697265625
642, -4325.63993448019, 2, 30.421398164000493, 1065, 545985,                                             545985, 0.0, 2334.484619140625
643, -7354.6393548846245, 2, 23.76090228999965, 842, 546827,                                             546827, 0.0, 2173.494873046875
644, -3724.2437992095947, 3, 10.616643523000675, 372, 547199,                                             547199, 0.0, 2907.65380859375
645, -3913.169985741377, 1, 48.568926721000025, 1709, 548908,                                             548908, 0.0, 2382.361572265625
646, -588.3935990333557, 1, 33.83029727900066, 1204, 550112,                                             550112, 0.0, 2594.79248046875
647, -4197.707222640514, 1, 54.24332114000026, 1893, 552005,                                             552005, 0.0, 2288.345947265625
648, -9114.22392487526, 4, 57.711356296000304, 2036, 554041,                                             554041, 0.0, 2219.98486328125
649, -9676.839703261852, 4, 57.080683636000686, 2033, 556074,                                             556074, 0.0, 2332.198974609375
650, 1912.7897933721542, 1, 6.613126604999707, 234, 556308,                                             556308, 0.0, 1789.9359130859375
651, -324.17479932308197, 1, 35.16851903399947, 1239, 557547,                                             557547, 0.0, 2085.251708984375
652, -2381.0181781053543, 1, 33.62451254299958, 1192, 558739,                                             558739, 0.0, 2469.812255859375
653, -10588.268208861351, 3, 25.020880331001536, 879, 559618,                                             559618, 0.0, 2587.09326171875
654, -9729.030296742916, 2, 45.30837455300025, 1588, 561206,                                             561206, 0.0, 2351.734375
655, 42.5452316403389, 1, 24.12905265200061, 853, 562059,                                             562059, 0.0, 2199.786376953125
656, -8163.269212573767, 2, 51.569645081999624, 1818, 563877,                                             563877, 0.0, 2234.424560546875
657, 743.4557731151581, 1, 15.878971759999331, 551, 564428,                                             564428, 0.0, 2488.96337890625
658, -9033.20638114214, 4, 57.842525283000214, 2042, 566470,                                             566470, 0.0, 2351.79150390625
659, 1409.219432234764, 1, 11.233137801998964, 391, 566861,                                             566861, 0.0, 1915.8531494140625
660, -6739.8325326144695, 1, 57.02042810899911, 2024, 568885,                                             568885, 0.0, 2224.882568359375
661, -8267.568517684937, 2, 37.15118087299925, 1312, 570197,                                             570197, 0.0, 1962.638916015625
662, -3230.6215229034424, 2, 7.162159399000302, 255, 570452,                                             570452, 0.0, 3124.848876953125
663, -3015.6071204543114, 3, 10.62503631799882, 374, 570826,                                             570826, 0.0, 2747.6806640625
664, 866.2117886543274, 1, 14.666462721001153, 512, 571338,                                             571338, 0.0, 2669.059326171875
665, 1544.1789304614067, 1, 11.997228554000685, 424, 571762,                                             571762, 0.0, 2455.99609375
666, -6489.236788153648, 2, 19.69272889000058, 692, 572454,                                             572454, 0.0, 1800.44384765625
667, -8137.814979672432, 4, 57.037753356000394, 2004, 574458,                                             574458, 0.0, 2755.793701171875
668, 581.5870826244354, 1, 22.10896255299849, 786, 575244,                                             575244, 0.0, 2555.999267578125
669, -730.9186572730541, 1, 29.558434173999558, 1034, 576278,                                             576278, 0.0, 2553.450439453125
670, -3461.224587261677, 3, 16.681761757999993, 582, 576860,                                             576860, 0.0, 2206.50927734375
671, 1867.3408677577972, 1, 7.329349313999046, 245, 577105,                                             577105, 0.0, 2217.896240234375
672, 939.4889232516289, 1, 13.061353147999398, 452, 577557,                                             577557, 0.0, 2952.067138671875
673, 1512.3710463643074, 1, 14.022460782000053, 481, 578038,                                             578038, 0.0, 2101.1455078125
674, -3474.002296745777, 1, 39.84922020199883, 1411, 579449,                                             579449, 0.0, 2611.587646484375
675, -5870.132279098034, 2, 34.17116328799966, 1194, 580643,                                             580643, 0.0, 2516.49560546875
676, -514.6399531364441, 1, 15.049971595999523, 521, 581164,                                             581164, 0.0, 2213.865234375
677, -3518.3610092401505, 3, 9.809926894000455, 342, 581506,                                             581506, 0.0, 2546.085693359375
678, -3164.490222930908, 1, 47.928327785000874, 1683, 583189,                                             583189, 0.0, 2131.691162109375
679, -4023.5984127521515, 2, 14.437219520001236, 507, 583696,                                             583696, 0.0, 2088.508056640625
680, -4430.656417995691, 1, 28.93390800099951, 1015, 584711,                                             584711, 0.0, 2283.0029296875
681, -3681.4737359285355, 2, 8.48957386300026, 290, 585001,                                             585001, 0.0, 2307.17431640625
682, -4300.561849057674, 3, 15.86885067899857, 543, 585544,                                             585544, 0.0, 2676.926025390625
683, -4429.19896531105, 3, 16.680659659999947, 589, 586133,                                             586133, 0.0, 2372.268310546875
684, 1615.0937389731407, 1, 14.197586969999975, 487, 586620,                                             586620, 0.0, 2189.730712890625
685, -5242.673575043678, 3, 16.266033440000683, 566, 587186,                                             587186, 0.0, 2191.73828125
686, -20.190180003643036, 1, 16.038125236998894, 554, 587740,                                             587740, 0.0, 2364.82373046875
687, -7574.59304189682, 2, 33.40259044400045, 1156, 588896,                                             588896, 0.0, 2830.0654296875
688, -3910.7389565110207, 2, 15.077059995001036, 526, 589422,                                             589422, 0.0, 2498.8037109375
689, -2658.650316476822, 1, 35.44891953399929, 1248, 590670,                                             590670, 0.0, 2443.050048828125
690, -1907.5702041834593, 1, 34.850252900998385, 1217, 591887,                                             591887, 0.0, 2270.955322265625
691, 382.0838106274605, 1, 29.381787177999286, 1003, 592890,                                             592890, 0.0, 2265.21826171875
692, -5059.606532394886, 3, 26.132932268999866, 911, 593801,                                             593801, 0.0, 2461.978271484375
693, -9051.984187602997, 4, 56.80837845399947, 1974, 595775,                                             595775, 0.0, 2420.572265625
694, 803.90369617939, 1, 13.256559374998687, 455, 596230,                                             596230, 0.0, 2302.630126953125
695, 902.1388218998909, 1, 15.063346627999636, 524, 596754,                                             596754, 0.0, 2300.208251953125
696, -1653.4304072260857, 1, 30.361331121999683, 1058, 597812,                                             597812, 0.0, 2594.031494140625
697, 1400.6572656035423, 1, 15.241714374000367, 524, 598336,                                             598336, 0.0, 2295.234375
698, -6901.725629031658, 1, 36.25805053099975, 1275, 599611,                                             599611, 0.0, 2381.109619140625
699, -3071.665359020233, 3, 14.245963719000429, 479, 600090,                                             600090, 0.0, 2772.653076171875
700, -3630.4192876815796, 2, 6.984603345001233, 241, 600331,                                             600331, 0.0, 2272.299072265625
701, -4236.571565806866, 3, 17.84040118000121, 616, 600947,                                             600947, 0.0, 2164.554443359375
702, -4307.904431402683, 2, 16.6744869260001, 559, 601506,                                             601506, 0.0, 2553.0244140625
703, -3600.5919564962387, 1, 50.39368196799842, 1720, 603226,                                             603226, 0.0, 2559.5869140625
704, -7892.8681564331055, 3, 40.25331349499902, 1392, 604618,                                             604618, 0.0, 2805.45458984375
705, -7429.6726595163345, 4, 57.03351744199972, 1992, 606610,                                             606610, 0.0, 2643.8408203125
706, 381.0634129345417, 1, 20.09748389000015, 695, 607305,                                             607305, 0.0, 2644.12890625
707, 499.02938681840897, 1, 22.333151349997934, 773, 608078,                                             608078, 0.0, 2330.789794921875
708, -5115.7069200873375, 2, 23.72293475100014, 817, 608895,                                             608895, 0.0, 2746.129150390625
709, -3751.479073047638, 3, 14.269083841998508, 492, 609387,                                             609387, 0.0, 2631.264404296875
710, 1285.4738464057446, 1, 14.617391212999792, 500, 609887,                                             609887, 0.0, 2046.2957763671875
711, -3932.6404906511307, 1, 52.03258824099976, 1813, 611700,                                             611700, 0.0, 2372.070556640625
712, -4532.117732107639, 3, 12.258002320999367, 418, 612118,                                             612118, 0.0, 2281.876708984375
713, -3056.29826682806, 1, 47.45318787599899, 1659, 613777,                                             613777, 0.0, 2440.6611328125
714, -3309.994273483753, 2, 7.97395475599842, 271, 614048,                                             614048, 0.0, 2126.380615234375
715, 1078.561877310276, 1, 12.640959435000696, 436, 614484,                                             614484, 0.0, 2308.30810546875
716, -7047.162601351738, 2, 22.766567532999034, 783, 615267,                                             615267, 0.0, 2515.325927734375
717, 1931.3657598495483, 1, 9.607565521000652, 331, 615598,                                             615598, 0.0, 2456.45751953125
718, 994.923760086298, 1, 14.073701700999663, 475, 616073,                                             616073, 0.0, 2309.32177734375
719, -1036.841052249074, 1, 23.54580582899871, 814, 616887,                                             616887, 0.0, 2515.201416015625
720, -3148.290938615799, 2, 3.750560132000828, 116, 617003,                                             617003, 0.0, 2399.796142578125
721, -729.3784777522087, 1, 27.9051169129998, 976, 617979,                                             617979, 0.0, 2178.46875
722, -570.377539485693, 1, 14.69837130200176, 508, 618487,                                             618487, 0.0, 2539.991943359375
723, -4407.906701117754, 1, 29.453241255003377, 1022, 619509,                                             619509, 0.0, 2607.667724609375
724, -3093.238165140152, 2, 2.3294780270007323, 71, 619580,                                             619580, 0.0, 2099.043701171875
725, -6659.410904407501, 2, 23.551923159997386, 820, 620400,                                             620400, 0.0, 2344.033447265625
726, -4162.979864537716, 2, 16.44997539600081, 566, 620966,                                             620966, 0.0, 2842.17041015625
727, -7664.761866927147, 2, 36.11841853200167, 1220, 622186,                                             622186, 0.0, 2515.998291015625
728, 1286.994516313076, 1, 14.873709963001602, 511, 622697,                                             622697, 0.0, 3179.390625
729, -3952.6175923347473, 2, 8.838746457000525, 295, 622992,                                             622992, 0.0, 2724.260498046875
730, -6118.570257663727, 2, 13.462523390997376, 449, 623441,                                             623441, 0.0, 3022.813232421875
731, -3176.668981552124, 2, 7.259914337999362, 252, 623693,                                             623693, 0.0, 2044.55908203125
732, -3616.3296768665314, 3, 14.856653530998301, 501, 624194,                                             624194, 0.0, 1952.20703125
733, 96.72376656532288, 1, 23.577912954002386, 808, 625002,                                             625002, 0.0, 2612.588134765625
734, -3332.1609664559364, 1, 39.76997511299851, 1361, 626363,                                             626363, 0.0, 2431.133056640625
735, 1911.6702908575535, 1, 10.82900217399947, 365, 626728,                                             626728, 0.0, 2010.982421875
736, -333.3381821513176, 1, 33.917122155999095, 1152, 627880,                                             627880, 0.0, 2452.687744140625
737, -7107.51504227519, 2, 29.446306562000245, 1004, 628884,                                             628884, 0.0, 2667.845703125
738, 924.5089009106159, 1, 18.91775115999917, 645, 629529,                                             629529, 0.0, 2499.183837890625
739, -6232.742718160152, 3, 17.86288077199788, 603, 630132,                                             630132, 0.0, 2419.58251953125
740, -5969.238904595375, 1, 46.8852132969987, 1614, 631746,                                             631746, 0.0, 2497.181640625
741, -3483.60787576437, 2, 10.123383509999258, 341, 632087,                                             632087, 0.0, 2483.290771484375
742, 1595.3633605837822, 1, 13.476492003999738, 452, 632539,                                             632539, 0.0, 2415.227294921875
743, -8904.11957681179, 2, 50.94262354099919, 1712, 634251,                                             634251, 0.0, 2946.95263671875
744, -2916.990298330784, 3, 10.253048384001886, 347, 634598,                                             634598, 0.0, 2527.21533203125
745, -3777.636941611767, 3, 15.496931720001157, 519, 635117,                                             635117, 0.0, 2535.561279296875
746, -3529.6794939637184, 1, 41.40823960399939, 1411, 636528,                                             636528, 0.0, 2486.031982421875
747, -5502.211151510477, 2, 33.720118051998725, 1141, 637669,                                             637669, 0.0, 2335.729736328125
748, 1590.3864616155624, 1, 10.01385549800034, 324, 637993,                                             637993, 0.0, 2435.161376953125
749, -6304.937259316444, 1, 51.5239086449983, 1754, 639747,                                             639747, 0.0, 2412.697021484375
750, -1830.058000266552, 1, 43.084244421999756, 1454, 641201,                                             641201, 0.0, 2789.46484375
751, -4294.7700766325, 2, 16.209266320998722, 544, 641745,                                             641745, 0.0, 3203.955322265625
752, -995.7908475399017, 1, 20.944281908999983, 708, 642453,                                             642453, 0.0, 2382.029052734375
753, -837.4325820803642, 1, 22.978107719001855, 771, 643224,                                             643224, 0.0, 2509.20068359375
754, -3866.3661262989044, 2, 7.185001319001458, 243, 643467,                                             643467, 0.0, 2530.133544921875
755, 1351.855427891016, 1, 15.30576303899943, 521, 643988,                                             643988, 0.0, 2725.158447265625
756, -2009.019349038601, 1, 47.88930762200107, 1620, 645608,                                             645608, 0.0, 2631.77587890625
757, -3846.2895963191986, 2, 14.494218013998761, 481, 646089,                                             646089, 0.0, 2557.2265625
758, -1989.9395342171192, 1, 37.54135213100017, 1279, 647368,                                             647368, 0.0, 2706.333984375
759, -6477.951334238052, 3, 29.486624908000522, 996, 648364,                                             648364, 0.0, 2745.65478515625
760, -842.9906637370586, 1, 30.4618526919985, 1028, 649392,                                             649392, 0.0, 2567.25830078125
761, 1341.7725217938423, 1, 14.975813880002534, 497, 649889,                                             649889, 0.0, 2979.611572265625
762, -1786.7988874316216, 1, 29.443991151001683, 988, 650877,                                             650877, 0.0, 2494.54833984375
763, -4421.22394412756, 3, 13.272225551001611, 436, 651313,                                             651313, 0.0, 2995.68896484375
764, -4683.385512828827, 2, 19.32439012100076, 653, 651966,                                             651966, 0.0, 2041.593994140625
765, 290.9553793668747, 1, 23.984731461001502, 809, 652775,                                             652775, 0.0, 2716.935791015625
766, -673.5385100841522, 1, 38.42985472299915, 1291, 654066,                                             654066, 0.0, 2453.317626953125
767, -3334.157908141613, 2, 9.052171123003063, 296, 654362,                                             654362, 0.0, 2857.817626953125
768, -9267.475093603134, 2, 49.38526320699748, 1665, 656027,                                             656027, 0.0, 2638.33251953125
769, -3077.6600596904755, 2, 11.07406854600049, 374, 656401,                                             656401, 0.0, 2660.725830078125
770, -4335.6649713516235, 1, 50.44228734100034, 1688, 658089,                                             658089, 0.0, 2666.20556640625
771, -7886.179294347763, 2, 25.893197463999968, 850, 658939,                                             658939, 0.0, 2980.86767578125
772, -2900.0172385573387, 3, 10.03708043900042, 334, 659273,                                             659273, 0.0, 2383.82275390625
773, -7156.756833314896, 2, 35.057312241002364, 1171, 660444,                                             660444, 0.0, 2799.608154296875
774, 83.59592193365097, 1, 26.916151763001835, 878, 661322,                                             661322, 0.0, 2371.6142578125
775, -2289.863596737385, 1, 29.563018256998475, 980, 662302,                                             662302, 0.0, 2955.654541015625
776, -3619.5575864315033, 2, 4.569763987001352, 148, 662450,                                             662450, 0.0, 2767.35400390625
777, -1135.7426121234894, 1, 31.41529111300042, 1042, 663492,                                             663492, 0.0, 2267.71630859375
778, -4432.3251938819885, 2, 16.562001102000067, 536, 664028,                                             664028, 0.0, 2442.0537109375
779, -4852.906284570694, 1, 44.773849008997786, 1467, 665495,                                             665495, 0.0, 2592.858154296875
780, -3481.4625124931335, 3, 8.828327326002182, 290, 665785,                                             665785, 0.0, 2426.360107421875
781, 1676.2460665106773, 1, 13.930097765001847, 441, 666226,                                             666226, 0.0, 2474.118408203125
782, 233.81181880831718, 1, 16.958781524001097, 553, 666779,                                             666779, 0.0, 2074.141357421875
783, -8251.19773554802, 3, 43.950665004002076, 1446, 668225,                                             668225, 0.0, 2345.607421875
784, -636.0247794389725, 1, 21.39614455300034, 701, 668926,                                             668926, 0.0, 2276.633544921875
785, -8341.853388786316, 2, 35.67291568799919, 1166, 670092,                                             670092, 0.0, 2368.096923828125
786, 2167.633185505867, 1, 6.0194261409997125, 185, 670277,                                             670277, 0.0, 2068.0537109375
787, -10285.09700757265, 2, 41.58525616000043, 1354, 671631,                                             671631, 0.0, 2321.751220703125
788, -3070.097179174423, 3, 11.06966322199878, 359, 671990,                                             671990, 0.0, 2282.673583984375
789, -7487.687824368477, 3, 40.7493788110005, 1317, 673307,                                             673307, 0.0, 2571.9208984375
790, 1234.3834778666496, 1, 17.814133693998883, 566, 673873,                                             673873, 0.0, 2833.537353515625
791, -5961.928711652756, 4, 56.901984961998096, 1838, 675711,                                             675711, 0.0, 2807.39453125
792, -1758.476770222187, 1, 27.164524938001705, 877, 676588,                                             676588, 0.0, 2401.63427734375
793, -3550.8877523839474, 1, 31.190116281999508, 1002, 677590,                                             677590, 0.0, 2877.89453125
794, -2373.8236428797245, 1, 26.12172104199999, 836, 678426,                                             678426, 0.0, 2649.01708984375
795, -3404.0130982398987, 3, 2.7724085569971066, 89, 678515,                                             678515, 0.0, 1964.007080078125
796, -4644.906024634838, 2, 19.44245628399949, 633, 679148,                                             679148, 0.0, 3510.980224609375
797, -10894.489203989506, 2, 56.377205812998, 1811, 680959,                                             680959, 0.0, 2517.84326171875
798, -5395.008037030697, 2, 31.59898168399741, 1013, 681972,                                             681972, 0.0, 2563.336669921875
799, 61.05755513906479, 1, 16.421170806999726, 523, 682495,                                             682495, 0.0, 2273.516845703125
800, -2823.513066291809, 3, 2.7640153979991737, 85, 682580,                                             682580, 0.0, 1690.034912109375
801, -442.99003583192825, 1, 26.191867190002085, 842, 683422,                                             683422, 0.0, 2419.929931640625
802, -5196.723640024662, 2, 14.549800640001195, 457, 683879,                                             683879, 0.0, 2394.689208984375
803, 203.22702342271805, 1, 13.1358402199985, 422, 684301,                                             684301, 0.0, 3199.11767578125
804, -1003.0226593762636, 1, 42.19101980399864, 1345, 685646,                                             685646, 0.0, 2463.237060546875
805, -10509.529618263245, 2, 25.881836193999334, 826, 686472,                                             686472, 0.0, 2433.01611328125
806, -4573.932230472565, 2, 20.80324170899985, 661, 687133,                                             687133, 0.0, 2731.4970703125
807, -1396.6189137101173, 1, 21.257692262999626, 686, 687819,                                             687819, 0.0, 2540.60009765625
808, -5636.339692831039, 3, 21.871411853997415, 698, 688517,                                             688517, 0.0, 2638.90478515625
809, -4097.345411777496, 2, 19.610252778002177, 628, 689145,                                             689145, 0.0, 2115.075927734375
810, -4477.946101307869, 2, 15.160060985999735, 494, 689639,                                             689639, 0.0, 2396.06787109375
811, -2855.0721148252487, 3, 10.121625320996827, 315, 689954,                                             689954, 0.0, 2568.24169921875
812, 1095.9806216359138, 1, 15.580237296999258, 498, 690452,                                             690452, 0.0, 2720.880615234375
813, -7541.934406280518, 3, 44.96078034099992, 1430, 691882,                                             691882, 0.0, 2320.685546875
814, -342.1943419575691, 1, 12.716073831998074, 406, 692288,                                             692288, 0.0, 2031.237548828125
815, -445.72544303536415, 1, 34.218602970002394, 1090, 693378,                                             693378, 0.0, 2794.407958984375
816, -4066.9240859746933, 3, 10.722709507997934, 343, 693721,                                             693721, 0.0, 2754.52197265625
817, -5525.376242041588, 1, 55.27394590300173, 1768, 695489,                                             695489, 0.0, 2503.38720703125
818, -9691.970783412457, 4, 57.44672316800279, 1838, 697327,                                             697327, 0.0, 2649.451416015625
819, -4692.491851687431, 2, 14.133436706000793, 446, 697773,                                             697773, 0.0, 2726.451171875
820, -207.61469426751137, 1, 31.24370058400018, 995, 698768,                                             698768, 0.0, 2873.02197265625
821, -6646.2047917842865, 3, 22.464456041998346, 709, 699477,                                             699477, 0.0, 2733.90234375
822, -5197.913923621178, 3, 22.89761212099984, 727, 700204,                                             700204, 0.0, 2524.68310546875
823, -4770.251209259033, 2, 20.655573668002035, 645, 700849,                                             700849, 0.0, 2713.164306640625
824, -3176.7895792126656, 1, 49.869827562000864, 1577, 702426,                                             702426, 0.0, 2806.634521484375
825, -8609.016894847155, 2, 43.356504215000314, 1384, 703810,                                             703810, 0.0, 2435.1044921875
826, -4008.2440237998962, 3, 17.837673698999424, 552, 704362,                                             704362, 0.0, 2926.453125
827, -112.44210934638977, 1, 19.85758400800114, 629, 704991,                                             704991, 0.0, 2821.52734375
828, -3097.267456650734, 3, 5.786814537997998, 186, 705177,                                             705177, 0.0, 2372.484619140625
829, -3695.8250017166138, 2, 10.916306843999337, 348, 705525,                                             705525, 0.0, 2650.2080078125
830, 753.4479304850101, 1, 22.644365274998563, 703, 706228,                                             706228, 0.0, 2669.495361328125
831, -2192.4273013323545, 1, 25.355099521999364, 807, 707035,                                             707035, 0.0, 2699.927001953125
832, -3370.321195065975, 2, 8.239974823998637, 243, 707278,                                             707278, 0.0, 2748.906982421875
833, -8203.211395442486, 4, 56.60806580999997, 1805, 709083,                                             709083, 0.0, 2605.000732421875
834, -320.35285672545433, 1, 22.91248333600015, 729, 709812,                                             709812, 0.0, 2518.14013671875
835, -5928.5776943564415, 2, 23.91218500099785, 753, 710565,                                             710565, 0.0, 2589.36083984375
836, -4693.498141884804, 2, 19.20815432800009, 614, 711179,                                             711179, 0.0, 3077.788818359375
837, -4368.499667525291, 2, 16.421610946003057, 520, 711699,                                             711699, 0.0, 2462.523681640625
838, -1.9492431282997131, 1, 21.48837613700016, 682, 712381,                                             712381, 0.0, 2521.48486328125
839, -4708.565320551395, 2, 22.29257486899951, 702, 713083,                                             713083, 0.0, 2883.388671875
840, 1337.6471779048443, 1, 16.358236465002847, 515, 713598,                                             713598, 0.0, 2555.150390625
841, -5168.101918131113, 3, 29.912579012001515, 951, 714549,                                             714549, 0.0, 2464.19189453125
842, -6390.511027097702, 3, 25.298104067998793, 799, 715348,                                             715348, 0.0, 2393.919189453125
843, -6688.736381053925, 4, 56.70544170100038, 1793, 717141,                                             717141, 0.0, 2694.5322265625
844, 805.3624437451363, 1, 16.84092766300091, 531, 717672,                                             717672, 0.0, 2571.6240234375
845, -3866.6825806498528, 2, 18.966414784001245, 600, 718272,                                             718272, 0.0, 2683.7470703125
846, 918.6935261785984, 1, 12.888048297998466, 401, 718673,                                             718673, 0.0, 1853.5201416015625
847, -5943.335340321064, 2, 35.291664764001325, 1123, 719796,                                             719796, 0.0, 2807.1025390625
848, -4092.0131202936172, 1, 55.67027045299983, 1761, 721557,                                             721557, 0.0, 2794.0576171875
849, -2936.0543842315674, 2, 3.591966734999005, 109, 721666,                                             721666, 0.0, 2984.868896484375
850, 1332.6849817335606, 1, 17.776212790999125, 562, 722228,                                             722228, 0.0, 2371.4404296875
851, -3842.4147279262543, 1, 43.896984077000525, 1402, 723630,                                             723630, 0.0, 2490.587890625
852, -7240.711972117424, 2, 34.09944281500066, 1064, 724694,                                             724694, 0.0, 3184.4921875
853, 1520.5927351117134, 1, 9.879742580000311, 303, 724997,                                             724997, 0.0, 2709.17138671875
854, -6899.879813313484, 2, 39.623914718999, 1246, 726243,                                             726243, 0.0, 2699.150634765625
855, -4697.839691102505, 3, 20.496294909000426, 647, 726890,                                             726890, 0.0, 2929.987548828125
856, -4777.351003527641, 1, 36.914687710999715, 1146, 728036,                                             728036, 0.0, 2903.19384765625
857, -3656.9317388534546, 2, 3.573151715001586, 110, 728146,                                             728146, 0.0, 2957.718505859375
858, -3690.225157856941, 2, 11.500157802998729, 363, 728509,                                             728509, 0.0, 2750.9599609375
859, 603.131996512413, 1, 11.329418100998737, 350, 728859,                                             728859, 0.0, 2496.26025390625
860, -6061.726180672646, 4, 57.51157466200311, 1826, 730685,                                             730685, 0.0, 3029.62353515625
861, -3167.2907413244247, 2, 11.127750658000878, 351, 731036,                                             731036, 0.0, 2886.29736328125
862, -2553.5432564616203, 1, 44.080333709000115, 1393, 732429,                                             732429, 0.0, 2938.056640625
863, -3713.082190513611, 2, 8.05871991299864, 247, 732676,                                             732676, 0.0, 2730.826171875
864, 1809.848034709692, 1, 12.932775776000199, 396, 733072,                                             733072, 0.0, 3241.54931640625
865, -3536.3189293146133, 3, 10.654535644000134, 327, 733399,                                             733399, 0.0, 2603.565185546875
866, 939.5095937848091, 1, 19.090308096001536, 607, 734006,                                             734006, 0.0, 2865.659423828125
867, -5122.5887840390205, 2, 14.786384047998581, 456, 734462,                                             734462, 0.0, 2622.68603515625
868, -50.50112122297287, 1, 27.573460384999635, 859, 735321,                                             735321, 0.0, 2809.744873046875
869, -315.967347741127, 1, 16.583474127000954, 517, 735838,                                             735838, 0.0, 3142.9130859375
870, -1858.7286758720875, 1, 40.792463943002076, 1287, 737125,                                             737125, 0.0, 2638.0244140625
871, -1987.0023782849312, 1, 41.75825761200031, 1299, 738424,                                             738424, 0.0, 2686.14501953125
872, 1760.2821363806725, 1, 13.324825645999226, 420, 738844,                                             738844, 0.0, 2844.73388671875
873, -5414.140228688717, 2, 24.550989527000638, 765, 739609,                                             739609, 0.0, 2799.043701171875
874, 1519.494727551937, 1, 14.158149320999655, 436, 740045,                                             740045, 0.0, 3210.67822265625
875, -312.5547181367874, 1, 25.152415579999797, 776, 740821,                                             740821, 0.0, 2790.8837890625
876, -149.95223769545555, 1, 29.05291839200072, 912, 741733,                                             741733, 0.0, 2490.596923828125
877, -1451.1528525352478, 1, 40.51798779299861, 1262, 742995,                                             742995, 0.0, 2804.091796875
878, -6052.786316990852, 2, 26.576816255001177, 827, 743822,                                             743822, 0.0, 3032.450927734375
879, 1321.3227389454842, 1, 17.84060369799772, 554, 744376,                                             744376, 0.0, 3094.37060546875
880, -1351.4890525639057, 1, 45.097103811000125, 1402, 745778,                                             745778, 0.0, 2923.27734375
881, -983.7556501626968, 1, 32.81572478599992, 1020, 746798,                                             746798, 0.0, 2994.653076171875
882, -2607.920101851225, 1, 45.52156350899895, 1412, 748210,                                             748210, 0.0, 2705.966064453125
883, -5013.307243585587, 2, 15.58146360399769, 481, 748691,                                             748691, 0.0, 2782.517822265625
884, -3887.1855533123016, 3, 10.292630369000108, 320, 749011,                                             749011, 0.0, 3669.993408203125
885, 912.2225556969643, 1, 13.181696302999626, 408, 749419,                                             749419, 0.0, 2148.106201171875
886, 1176.2597891688347, 1, 12.53104829300355, 387, 749806,                                             749806, 0.0, 2388.395263671875
887, -2392.797202169895, 1, 50.25351045899879, 1572, 751378,                                             751378, 0.0, 3069.473388671875
888, -9325.988145589828, 3, 44.087998784001684, 1375, 752753,                                             752753, 0.0, 2678.378173828125
889, -8093.095707535744, 3, 34.75006709000081, 1072, 753825,                                             753825, 0.0, 2885.2197265625
