episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
2476, -2231.178804039955, 1, 40.216281886001525, 928, 1559382,                                             1000000, 0.0, 4281.30078125
2477, -3150.3990539312363, 2, 11.05397713700222, 252, 1559634,                                             1000000, 0.0, 3588.88330078125
2478, 1732.4490876197815, 1, 14.90770936699846, 350, 1559984,                                             1000000, 0.0, 4878.4140625
2479, -7271.499148726463, 3, 48.65636589000496, 1124, 1561108,                                             1000000, 0.0, 4932.658203125
2480, 1932.923672914505, 1, 8.581021106001572, 195, 1561303,                                             1000000, 0.0, 3974.040283203125
2481, -1338.0985823273659, 1, 36.45012415900419, 835, 1562138,                                             1000000, 0.0, 4163.96044921875
2482, -5824.295574575663, 2, 48.87797133799904, 1120, 1563258,                                             1000000, 0.0, 4392.6103515625
2483, 1745.1670149564743, 1, 12.465047115001653, 296, 1563554,                                             1000000, 0.0, 3682.95068359375
2484, 291.28929275274277, 1, 36.252995426999405, 839, 1564393,                                             1000000, 0.0, 4219.2333984375
2485, -6993.4996247291565, 3, 37.85088450799958, 870, 1565263,                                             1000000, 0.0, 4318.34228515625
2486, 1272.3289382457733, 1, 16.793085346995213, 380, 1565643,                                             1000000, 0.0, 4215.65673828125
2487, -2701.260588645935, 2, 1.834047850999923, 38, 1565681,                                             1000000, 0.0, 3386.888427734375
2488, 1651.6302409172058, 1, 13.085235370999726, 305, 1565986,                                             1000000, 0.0, 5827.14501953125
2489, -197.6212746500969, 1, 22.865480496999226, 519, 1566505,                                             1000000, 0.0, 4241.640625
2490, -4598.4170934557915, 2, 17.614765209000325, 408, 1566913,                                             1000000, 0.0, 4454.45166015625
2491, -776.6969894170761, 1, 16.830015020001156, 381, 1567294,                                             1000000, 0.0, 4452.37353515625
2492, -4046.3272222280502, 2, 15.444460480000998, 358, 1567652,                                             1000000, 0.0, 4317.82958984375
2493, 1781.207939118147, 1, 13.187425816999166, 293, 1567945,                                             1000000, 0.0, 4612.64111328125
2494, 1494.8261611759663, 1, 15.067390290998446, 357, 1568302,                                             1000000, 0.0, 5174.1572265625
2495, -2840.384289264679, 3, 5.62583852300304, 125, 1568427,                                             1000000, 0.0, 3929.20751953125
2496, 1488.3930677175522, 1, 19.20892477400048, 445, 1568872,                                             1000000, 0.0, 4059.32861328125
2497, 9.967853903770447, 1, 34.07360415400035, 784, 1569656,                                             1000000, 0.0, 3599.01123046875
2498, -4676.52336192131, 2, 22.762155025004176, 529, 1570185,                                             1000000, 0.0, 4601.6044921875
2499, 1845.3602454066277, 1, 13.865157092004665, 321, 1570506,                                             1000000, 0.0, 4360.92138671875
2500, -2902.850347518921, 2, 6.8645560570003, 157, 1570663,                                             1000000, 0.0, 4522.14794921875
2501, 1783.50833684206, 1, 16.23605993900128, 379, 1571042,                                             1000000, 0.0, 4414.8857421875
2502, -3525.4587631225586, 2, 13.386058654003136, 302, 1571344,                                             1000000, 0.0, 3187.6884765625
2503, -3194.0068784952164, 2, 11.305220625006768, 259, 1571603,                                             1000000, 0.0, 4015.776123046875
2504, 789.6309710741043, 1, 15.180340245002299, 345, 1571948,                                             1000000, 0.0, 4159.6171875
2505, -879.7746944725513, 1, 43.44414835600037, 993, 1572941,                                             1000000, 0.0, 4555.24853515625
2506, -2488.830883860588, 3, 3.5030777329957346, 76, 1573017,                                             1000000, 0.0, 3849.298583984375
2507, 1029.0038758516312, 1, 15.50903219400061, 344, 1573361,                                             1000000, 0.0, 3495.984375
2508, 1427.642088651657, 1, 18.08925761199498, 425, 1573786,                                             1000000, 0.0, 4643.2470703125
2509, -3934.9751286506653, 3, 20.449681797996163, 474, 1574260,                                             1000000, 0.0, 4242.13427734375
2510, 1149.15253585577, 1, 20.701976684002148, 484, 1574744,                                             1000000, 0.0, 4607.36474609375
2511, -3345.6237411499023, 2, 7.768930332000309, 171, 1574915,                                             1000000, 0.0, 4417.548828125
2512, 1651.8978878259659, 1, 15.692908986005932, 375, 1575290,                                             1000000, 0.0, 4645.37060546875
2513, -3366.94360601902, 2, 13.705983348998416, 321, 1575611,                                             1000000, 0.0, 4770.3330078125
2514, -3331.137973189354, 2, 11.741678491001949, 270, 1575881,                                             1000000, 0.0, 4151.92431640625
2515, -6167.3370252251625, 2, 20.36271992100228, 472, 1576353,                                             1000000, 0.0, 4410.33837890625
2516, -4416.433834314346, 2, 18.4305423850019, 420, 1576773,                                             1000000, 0.0, 4776.31298828125
2517, 2367.080202758312, 1, 4.766969060001429, 113, 1576886,                                             1000000, 0.0, 4396.59423828125
2518, 1887.002350628376, 1, 12.235391095004161, 282, 1577168,                                             1000000, 0.0, 3888.789794921875
2519, -3363.7538333535194, 2, 18.861277381001855, 435, 1577603,                                             1000000, 0.0, 4208.4501953125
2520, 1579.0167464017868, 1, 12.438421085003938, 282, 1577885,                                             1000000, 0.0, 4228.55078125
2521, -2571.206557750702, 2, 3.734657494002022, 75, 1577960,                                             1000000, 0.0, 4506.6552734375
2522, 13.39956420660019, 1, 12.64861524200387, 292, 1578252,                                             1000000, 0.0, 4456.169921875
2523, -4178.090597748756, 3, 26.313331739002024, 608, 1578860,                                             1000000, 0.0, 3882.85888671875
2524, -275.1862328648567, 1, 15.937927139995736, 376, 1579236,                                             1000000, 0.0, 4074.345703125
2525, 20.025879487395287, 1, 30.585608925000997, 699, 1579935,                                             1000000, 0.0, 4402.591796875
2526, -4573.423317074776, 3, 13.945702834993426, 319, 1580254,                                             1000000, 0.0, 4740.35498046875
2527, 1275.7740541696548, 1, 18.99785853600042, 443, 1580697,                                             1000000, 0.0, 4292.63623046875
2528, 46.63564121723175, 1, 21.832244822006032, 499, 1581196,                                             1000000, 0.0, 4098.05712890625
2529, -3930.7061052918434, 3, 29.06480251899484, 670, 1581866,                                             1000000, 0.0, 4367.80517578125
2530, 1906.509071111679, 1, 11.216840057997615, 267, 1582133,                                             1000000, 0.0, 4391.9990234375
2531, 1800.3754516243935, 1, 12.721431444995687, 288, 1582421,                                             1000000, 0.0, 3995.408935546875
2532, 1077.0874468386173, 1, 29.39144698099699, 687, 1583108,                                             1000000, 0.0, 4338.51953125
2533, 581.3205198645592, 1, 29.876739355997415, 677, 1583785,                                             1000000, 0.0, 4214.25244140625
2534, -2398.506446838379, 3, 2.4623897149940603, 46, 1583831,                                             1000000, 0.0, 5284.1943359375
2535, 1108.2127281427383, 1, 21.017101381003158, 480, 1584311,                                             1000000, 0.0, 4240.8623046875
2536, -1451.1613052785397, 1, 46.127034144999925, 1076, 1585387,                                             1000000, 0.0, 4192.67041015625
2537, 1524.5590441823006, 1, 22.739742644997023, 533, 1585920,                                             1000000, 0.0, 4209.705078125
2538, 1025.0144480764866, 1, 25.38333671700093, 579, 1586499,                                             1000000, 0.0, 4143.07275390625
2539, -1100.9970581531525, 1, 50.36813131300005, 1169, 1587668,                                             1000000, 0.0, 4819.28125
2540, -5976.953862786293, 2, 51.5990843460022, 1187, 1588855,                                             1000000, 0.0, 4305.3603515625
2541, -5275.12409645319, 3, 19.653176694002468, 457, 1589312,                                             1000000, 0.0, 4048.829833984375
2542, 1104.3977908492088, 1, 19.28415400999802, 449, 1589761,                                             1000000, 0.0, 4512.78857421875
2543, 743.602779507637, 1, 25.3320561760047, 590, 1590351,                                             1000000, 0.0, 4825.2578125
2544, -5819.372890889645, 4, 58.03883469500579, 1371, 1591722,                                             1000000, 0.0, 4361.92138671875
2545, -2788.545936703682, 3, 10.850529344999813, 239, 1591961,                                             1000000, 0.0, 4361.4443359375
2546, 1959.6653146147728, 1, 7.395427881994692, 167, 1592128,                                             1000000, 0.0, 5416.8740234375
2547, -180.22847932577133, 1, 14.315192567999475, 332, 1592460,                                             1000000, 0.0, 3810.623046875
2548, -3941.4461023807526, 3, 8.881552162994922, 200, 1592660,                                             1000000, 0.0, 4299.7529296875
2549, 1907.0191890001297, 1, 8.078688244997466, 186, 1592846,                                             1000000, 0.0, 3410.185791015625
2550, -914.1360694766045, 1, 25.037765521999972, 579, 1593425,                                             1000000, 0.0, 4583.109375
2551, -3057.1332538723946, 2, 7.516381011999329, 170, 1593595,                                             1000000, 0.0, 4197.5087890625
2552, 1719.6378425955772, 1, 10.208906724001281, 226, 1593821,                                             1000000, 0.0, 5399.25390625
2553, -3130.3354644179344, 3, 11.612486293000984, 274, 1594095,                                             1000000, 0.0, 3859.5361328125
2554, 1292.6972366720438, 1, 18.154752063004707, 411, 1594506,                                             1000000, 0.0, 4924.33056640625
2555, -1302.1775236725807, 1, 43.07971348799765, 989, 1595495,                                             1000000, 0.0, 4838.94482421875
2556, -4641.49378579855, 2, 22.957267558995227, 523, 1596018,                                             1000000, 0.0, 4962.97021484375
2557, 690.2546086907387, 1, 23.18765338999947, 535, 1596553,                                             1000000, 0.0, 4192.85546875
2558, 823.0188992321491, 1, 23.806525616004365, 568, 1597121,                                             1000000, 0.0, 5266.0556640625
2559, -2960.598928153515, 1, 41.218745605998265, 968, 1598089,                                             1000000, 0.0, 5102.9609375
2560, -3223.916196703911, 3, 9.872353250000742, 225, 1598314,                                             1000000, 0.0, 4471.84912109375
2561, 2015.859492778778, 1, 7.324782101000892, 168, 1598482,                                             1000000, 0.0, 4003.507080078125
2562, 1606.1428783535957, 1, 12.509023514998262, 303, 1598785,                                             1000000, 0.0, 4662.7236328125
2563, 193.3422074317932, 1, 32.244384388999606, 742, 1599527,                                             1000000, 0.0, 4073.69873046875
2564, 888.4197181463242, 1, 24.189821445994312, 551, 1600078,                                             1000000, 0.0, 4782.4765625
2565, -2822.2105362415314, 2, 5.403391346000717, 121, 1600199,                                             1000000, 0.0, 4871.33544921875
2566, 1532.2434053122997, 1, 17.838738865000778, 398, 1600597,                                             1000000, 0.0, 4575.3330078125
2567, 871.5030531287193, 1, 29.89613835599448, 688, 1601285,                                             1000000, 0.0, 5026.21875
2568, -3213.2253093123436, 3, 11.048869342004764, 258, 1601543,                                             1000000, 0.0, 4702.025390625
2569, 1466.3147586584091, 1, 10.980399130006845, 250, 1601793,                                             1000000, 0.0, 4305.89599609375
2570, -240.96052968502045, 1, 19.14899893099937, 449, 1602242,                                             1000000, 0.0, 4144.86083984375
2571, -2501.0435993671417, 3, 3.242546887995559, 72, 1602314,                                             1000000, 0.0, 6992.8193359375
2572, 1621.0675719380379, 1, 9.271372105002229, 211, 1602525,                                             1000000, 0.0, 5094.08447265625
2573, 1038.9680397212505, 1, 16.80901095099398, 393, 1602918,                                             1000000, 0.0, 4157.2099609375
2574, -2938.656904697418, 3, 5.70959089200187, 122, 1603040,                                             1000000, 0.0, 3373.43408203125
2575, 1746.4324070215225, 1, 14.199979035998695, 333, 1603373,                                             1000000, 0.0, 4275.2529296875
2576, 813.522440969944, 1, 15.643174400000134, 356, 1603729,                                             1000000, 0.0, 4625.59423828125
2577, -2821.3329877853394, 2, 9.142257848005102, 217, 1603946,                                             1000000, 0.0, 4428.25634765625
2578, 1129.243483364582, 1, 14.470667353998579, 338, 1604284,                                             1000000, 0.0, 4418.99365234375
2579, -112.04801465570927, 1, 30.436909458003356, 699, 1604983,                                             1000000, 0.0, 3836.487548828125
2580, 1601.2755979895592, 1, 14.13403567399655, 327, 1605310,                                             1000000, 0.0, 4697.19287109375
2581, -2997.993930578232, 3, 7.294141134996607, 171, 1605481,                                             1000000, 0.0, 4454.9921875
2582, -3989.192082285881, 2, 13.176166746998206, 303, 1605784,                                             1000000, 0.0, 4472.77783203125
2583, -177.61958998441696, 1, 16.051495753999916, 366, 1606150,                                             1000000, 0.0, 4298.3427734375
2584, -11635.216668844223, 3, 37.84329727000295, 887, 1607037,                                             1000000, 0.0, 4480.1083984375
2585, 1943.803889811039, 1, 11.760582777998934, 276, 1607313,                                             1000000, 0.0, 5402.53369140625
2586, -3078.1486464738846, 1, 43.214811688994814, 1022, 1608335,                                             1000000, 0.0, 4852.05615234375
2587, -336.9802657067776, 1, 37.94932690199494, 884, 1609219,                                             1000000, 0.0, 4276.49169921875
2588, -709.2681050747633, 1, 35.00292516600166, 821, 1610040,                                             1000000, 0.0, 4203.87646484375
2589, -2032.2219204306602, 1, 45.9652757300064, 1065, 1611105,                                             1000000, 0.0, 4630.86279296875
2590, 1423.2204175591469, 1, 15.86132533899945, 369, 1611474,                                             1000000, 0.0, 5012.03173828125
2591, -2841.641533136368, 3, 5.74685021500045, 124, 1611598,                                             1000000, 0.0, 4026.490966796875
2592, -264.7125818133354, 1, 21.4229120999953, 466, 1612064,                                             1000000, 0.0, 3967.682861328125
2593, -4036.491921633482, 3, 25.800057200998708, 574, 1612638,                                             1000000, 0.0, 4289.748046875
2594, 1733.5568661093712, 1, 14.61151406999852, 331, 1612969,                                             1000000, 0.0, 3404.94140625
2595, -5165.37358123064, 2, 39.40545539699815, 868, 1613837,                                             1000000, 0.0, 3846.3818359375
2596, 1900.9377516508102, 1, 13.384646678001445, 300, 1614137,                                             1000000, 0.0, 3998.57177734375
2597, -3815.9603732824326, 3, 14.839378183001827, 330, 1614467,                                             1000000, 0.0, 4909.4248046875
2598, 1812.1057850718498, 1, 14.09656973300298, 305, 1614772,                                             1000000, 0.0, 4841.85205078125
2599, 781.372201114893, 1, 29.705076562000613, 687, 1615459,                                             1000000, 0.0, 4504.748046875
2600, -2682.4011421203613, 2, 11.010812920998433, 252, 1615711,                                             1000000, 0.0, 4529.79736328125
2601, -3500.3914219141006, 2, 14.912620262999553, 344, 1616055,                                             1000000, 0.0, 4138.27978515625
2602, 1278.5073984265327, 1, 16.364097911005956, 346, 1616401,                                             1000000, 0.0, 5440.93798828125
2603, 80.16346645355225, 1, 30.679535356997803, 671, 1617072,                                             1000000, 0.0, 5138.17236328125
2604, -3050.19158244133, 2, 4.330956655001501, 96, 1617168,                                             1000000, 0.0, 4820.45263671875
2605, 1745.93755286932, 1, 9.907803191999847, 217, 1617385,                                             1000000, 0.0, 4208.6455078125
2606, -3242.177919626236, 2, 6.605670908997126, 137, 1617522,                                             1000000, 0.0, 3973.009033203125
2607, -3160.657455563545, 3, 14.032801794004627, 307, 1617829,                                             1000000, 0.0, 5132.5234375
2608, -419.1371356546879, 1, 16.03902056500374, 359, 1618188,                                             1000000, 0.0, 4950.98974609375
2609, 1430.3080086112022, 1, 17.06011770400073, 378, 1618566,                                             1000000, 0.0, 5147.37255859375
2610, 691.2255487442017, 1, 17.32872604199656, 376, 1618942,                                             1000000, 0.0, 4264.91357421875
2611, 1241.059036910534, 1, 26.304905373996007, 595, 1619537,                                             1000000, 0.0, 4483.44775390625
2612, -3154.2495601177216, 2, 4.290278952998051, 92, 1619629,                                             1000000, 0.0, 5360.93798828125
2613, 1685.3296408951283, 1, 14.700708806994953, 313, 1619942,                                             1000000, 0.0, 4222.240234375
2614, 1646.1176506578922, 1, 17.3008625950024, 389, 1620331,                                             1000000, 0.0, 5362.42041015625
2615, 378.0597831606865, 1, 34.70133399200131, 765, 1621096,                                             1000000, 0.0, 4573.40625
2616, -5847.142535626888, 2, 29.024038470997766, 647, 1621743,                                             1000000, 0.0, 4181.00244140625
2617, 1269.0446551442146, 1, 13.5689237100014, 297, 1622040,                                             1000000, 0.0, 5306.4375
2618, -1642.6006399989128, 1, 33.814208317999146, 748, 1622788,                                             1000000, 0.0, 4688.7314453125
2619, -3903.023869097233, 1, 50.007687997000176, 1110, 1623898,                                             1000000, 0.0, 3965.677978515625
2620, 1180.889084815979, 1, 18.09333858199534, 401, 1624299,                                             1000000, 0.0, 4397.650390625
2621, -7283.955033302307, 4, 58.72866346599767, 1377, 1625676,                                             1000000, 0.0, 4252.3251953125
2622, 1718.2987328767776, 1, 12.31233821099886, 284, 1625960,                                             1000000, 0.0, 4266.86376953125
2623, 664.7012489438057, 1, 23.680884619003336, 515, 1626475,                                             1000000, 0.0, 4852.0859375
2624, -3132.4764632582664, 2, 7.909101725002984, 167, 1626642,                                             1000000, 0.0, 3666.68310546875
2625, 1762.901781886816, 1, 15.22712664300343, 326, 1626968,                                             1000000, 0.0, 5018.8876953125
2626, -3391.871478319168, 2, 11.647884231999342, 248, 1627216,                                             1000000, 0.0, 4101.71044921875
2627, -3752.9481921195984, 3, 11.812671642997884, 263, 1627479,                                             1000000, 0.0, 5186.25048828125
2628, -2594.4929159879684, 2, 6.50473339400196, 151, 1627630,                                             1000000, 0.0, 4272.51171875
2629, -1665.1068602204323, 1, 29.68116177799675, 661, 1628291,                                             1000000, 0.0, 4471.13818359375
2630, -3194.505980014801, 2, 7.233767970006738, 160, 1628451,                                             1000000, 0.0, 3373.574951171875
2631, -2643.69807523489, 2, 6.334931104000134, 152, 1628603,                                             1000000, 0.0, 3756.302978515625
2632, 1454.7670922279358, 1, 13.323362894996535, 289, 1628892,                                             1000000, 0.0, 4632.44970703125
2633, 1361.492839306593, 1, 24.93788318100269, 556, 1629448,                                             1000000, 0.0, 4045.383056640625
2634, -2875.745136857033, 3, 13.002370205998886, 282, 1629730,                                             1000000, 0.0, 5533.60693359375
2635, -4755.177745401859, 2, 32.47929191800358, 715, 1630445,                                             1000000, 0.0, 4313.630859375
2636, 1805.6371616721153, 1, 12.617520758001774, 268, 1630713,                                             1000000, 0.0, 4673.28662109375
2637, -3960.371540248394, 2, 23.000592219999817, 509, 1631222,                                             1000000, 0.0, 4549.67529296875
2638, -3004.8895630836487, 2, 9.36816264600202, 207, 1631429,                                             1000000, 0.0, 3838.16552734375
2639, 1389.0556899309158, 1, 14.523730630004138, 330, 1631759,                                             1000000, 0.0, 4298.46630859375
2640, 787.432480275631, 1, 27.929405830000178, 611, 1632370,                                             1000000, 0.0, 5151.95068359375
2641, -1261.2625261545181, 1, 35.09426415999769, 771, 1633141,                                             1000000, 0.0, 4458.44384765625
2642, -3719.127843618393, 2, 11.118587730001309, 244, 1633385,                                             1000000, 0.0, 4952.8720703125
2643, 1628.1924491524696, 1, 14.31503106799937, 313, 1633698,                                             1000000, 0.0, 3867.529052734375
2644, 1264.8918363302946, 1, 21.48586574899673, 474, 1634172,                                             1000000, 0.0, 4015.869384765625
2645, 1041.7606985569, 1, 27.981565408997994, 628, 1634800,                                             1000000, 0.0, 4481.67822265625
2646, 2099.1650830209255, 1, 11.958217327999591, 261, 1635061,                                             1000000, 0.0, 5569.9599609375
2647, 596.003960095346, 1, 33.321092890997534, 729, 1635790,                                             1000000, 0.0, 4596.5185546875
2648, -1439.9640522003174, 1, 43.58474947200011, 957, 1636747,                                             1000000, 0.0, 4487.76708984375
2649, -3290.0807060599327, 2, 12.420451805999619, 280, 1637027,                                             1000000, 0.0, 3020.844970703125
2650, -3171.7602400779724, 3, 15.685281427999143, 341, 1637368,                                             1000000, 0.0, 5695.21630859375
2651, 231.01817697286606, 1, 22.191344503000437, 525, 1637893,                                             1000000, 0.0, 4007.7841796875
2652, -4007.842755317688, 3, 28.02180509799655, 659, 1638552,                                             1000000, 0.0, 3964.720458984375
2653, 1937.547856748104, 1, 8.899043449004239, 208, 1638760,                                             1000000, 0.0, 4205.2158203125
2654, -3752.290602326393, 2, 21.460829798001214, 508, 1639268,                                             1000000, 0.0, 4854.07568359375
2655, -3178.927656173706, 3, 14.696411302000342, 338, 1639606,                                             1000000, 0.0, 4409.97998046875
2656, -3307.533921778202, 2, 11.39530732500134, 265, 1639871,                                             1000000, 0.0, 3682.85498046875
2657, 1070.3672125339508, 1, 19.187594651994004, 467, 1640338,                                             1000000, 0.0, 4891.2158203125
2658, -4189.3327813744545, 2, 20.566400916999555, 488, 1640826,                                             1000000, 0.0, 5200.0908203125
2659, 1896.1639321744442, 1, 13.243991789000574, 303, 1641129,                                             1000000, 0.0, 4610.59716796875
2660, -3268.3112437725067, 3, 7.724343713001872, 184, 1641313,                                             1000000, 0.0, 4411.15087890625
2661, -704.8524224758148, 1, 24.00499117599975, 557, 1641870,                                             1000000, 0.0, 3969.146728515625
2662, 322.77559930086136, 1, 33.71930574599537, 784, 1642654,                                             1000000, 0.0, 4395.56591796875
2663, -2919.6850662231445, 2, 3.729825829999754, 79, 1642733,                                             1000000, 0.0, 3896.3896484375
2664, 1231.315863788128, 1, 16.054985900998872, 374, 1643107,                                             1000000, 0.0, 4052.7001953125
2665, -1360.5295478999615, 1, 29.582378895996953, 685, 1643792,                                             1000000, 0.0, 4103.291015625
2666, 255.89506754279137, 1, 29.733733135995863, 681, 1644473,                                             1000000, 0.0, 4872.59228515625
2667, -4502.679158329964, 2, 30.158378947002348, 704, 1645177,                                             1000000, 0.0, 4654.50341796875
2668, -3227.644205212593, 3, 14.829075328998442, 351, 1645528,                                             1000000, 0.0, 3644.74462890625
2669, 337.32334101200104, 1, 13.160476241006108, 314, 1645842,                                             1000000, 0.0, 4308.802734375
2670, 326.77883541584015, 1, 14.829508761002216, 350, 1646192,                                             1000000, 0.0, 4424.45947265625
2671, 1166.6612441837788, 1, 18.976292772997112, 437, 1646629,                                             1000000, 0.0, 3846.908203125
2672, -2972.280373811722, 3, 5.3602479889959795, 119, 1646748,                                             1000000, 0.0, 4150.85595703125
2673, 1511.9878498315811, 1, 16.437015559997235, 386, 1647134,                                             1000000, 0.0, 4167.8095703125
2674, -3666.6203247904778, 2, 14.244542487998842, 341, 1647475,                                             1000000, 0.0, 3955.175537109375
2675, -2913.3767548799515, 2, 8.669981384002313, 196, 1647671,                                             1000000, 0.0, 4044.31494140625
2676, -3578.2445351481438, 2, 16.361593740999524, 382, 1648053,                                             1000000, 0.0, 4373.73876953125
2677, 660.9832234084606, 1, 13.535858747003658, 315, 1648368,                                             1000000, 0.0, 4606.6083984375
2678, -2611.2527248859406, 2, 3.6927641669972218, 87, 1648455,                                             1000000, 0.0, 3830.159423828125
2679, 364.7990608215332, 1, 15.74411469000188, 375, 1648830,                                             1000000, 0.0, 4014.0830078125
2680, -5865.634632408619, 2, 34.78404988299735, 834, 1649664,                                             1000000, 0.0, 4403.5244140625
2681, 2202.6467218101025, 1, 6.207820518997323, 140, 1649804,                                             1000000, 0.0, 4318.76123046875
2682, -4601.104190945625, 1, 50.73600320400146, 1210, 1651014,                                             1000000, 0.0, 4975.56201171875
2683, 609.1661756634712, 1, 21.81615401399904, 518, 1651532,                                             1000000, 0.0, 4505.69384765625
2684, -3697.708720266819, 2, 14.409038533005514, 338, 1651870,                                             1000000, 0.0, 5156.71826171875
2685, 406.56328773498535, 1, 23.217164954003238, 550, 1652420,                                             1000000, 0.0, 5139.97265625
2686, -3821.2313146591187, 2, 19.896422193000035, 464, 1652884,                                             1000000, 0.0, 4548.56640625
2687, 1261.4639883637428, 1, 15.50016251699708, 372, 1653256,                                             1000000, 0.0, 5020.63037109375
2688, 97.92931619286537, 1, 37.4995479049976, 901, 1654157,                                             1000000, 0.0, 4407.2919921875
2689, -2580.9485852718353, 2, 2.183863325000857, 48, 1654205,                                             1000000, 0.0, 4810.24560546875
2690, 1817.0807800292969, 1, 8.974180103003164, 212, 1654417,                                             1000000, 0.0, 4775.5927734375
2691, 1457.3847416043282, 1, 12.486789695998596, 275, 1654692,                                             1000000, 0.0, 4771.5517578125
2692, -3390.1249120235443, 2, 11.097363187996962, 227, 1654919,                                             1000000, 0.0, 4291.91064453125
2693, -3261.875204384327, 2, 12.604201433998242, 267, 1655186,                                             1000000, 0.0, 4705.33544921875
2694, -2738.152381300926, 2, 6.910366996002267, 149, 1655335,                                             1000000, 0.0, 4134.31494140625
2695, 1606.2163704633713, 1, 10.10828021600173, 219, 1655554,                                             1000000, 0.0, 4704.73828125
2696, 1877.5876406729221, 1, 14.302616941000451, 298, 1655852,                                             1000000, 0.0, 4956.55419921875
2697, -2634.314639568329, 3, 5.27050378399872, 108, 1655960,                                             1000000, 0.0, 4219.59033203125
2698, 1410.3045186400414, 1, 17.169355124002323, 372, 1656332,                                             1000000, 0.0, 4243.03173828125
2699, 577.7804902493954, 1, 28.21131750499626, 618, 1656950,                                             1000000, 0.0, 4570.44677734375
2700, 1028.6344459056854, 1, 17.399657422996825, 356, 1657306,                                             1000000, 0.0, 4869.88330078125
2701, 187.0754732787609, 1, 21.696308029000647, 512, 1657818,                                             1000000, 0.0, 5410.74169921875
2702, -2865.865817785263, 2, 3.9348119550049887, 82, 1657900,                                             1000000, 0.0, 4925.3486328125
2703, 2063.8795079886913, 1, 11.028408256999683, 238, 1658138,                                             1000000, 0.0, 5288.1318359375
2704, -4451.006801903248, 3, 24.01248411400593, 521, 1658659,                                             1000000, 0.0, 4524.677734375
2705, 1836.4504031538963, 1, 8.272318178002024, 169, 1658828,                                             1000000, 0.0, 4663.65966796875
2706, -1310.2398165762424, 1, 29.113555609998002, 663, 1659491,                                             1000000, 0.0, 5050.22119140625
2707, 101.0680125951767, 1, 33.78353016299661, 741, 1660232,                                             1000000, 0.0, 4204.6455078125
2708, -5511.194847524166, 3, 40.309772556996904, 860, 1661092,                                             1000000, 0.0, 4902.26904296875
2709, 1670.8991209715605, 1, 17.649746526003582, 380, 1661472,                                             1000000, 0.0, 4684.564453125
2710, -3184.6939162015915, 3, 17.836973229997966, 380, 1661852,                                             1000000, 0.0, 4558.96142578125
2711, -3027.161851942539, 2, 12.507802110994817, 273, 1662125,                                             1000000, 0.0, 4497.84814453125
2712, -3647.007293879986, 3, 15.413484292002977, 334, 1662459,                                             1000000, 0.0, 5002.01806640625
2713, 1779.4125916957855, 1, 9.35642368900153, 204, 1662663,                                             1000000, 0.0, 4199.12646484375
2714, 1519.2025587558746, 1, 15.22478930100624, 337, 1663000,                                             1000000, 0.0, 5494.64599609375
2715, 1512.2407485246658, 1, 17.220503818993166, 366, 1663366,                                             1000000, 0.0, 4300.87548828125
2716, -3238.901938676834, 2, 22.28189853100048, 461, 1663827,                                             1000000, 0.0, 4401.216796875
2717, 2042.9406160265207, 1, 7.645223647996318, 166, 1663993,                                             1000000, 0.0, 5093.96435546875
2718, -2472.9587547183037, 3, 5.847740638004325, 124, 1664117,                                             1000000, 0.0, 3210.723876953125
2719, 912.1310408711433, 1, 14.172965851998015, 320, 1664437,                                             1000000, 0.0, 3609.83544921875
2720, 1074.3468743562698, 1, 17.45560348300205, 370, 1664807,                                             1000000, 0.0, 4736.5849609375
2721, -4260.884931087494, 2, 31.596857604003162, 678, 1665485,                                             1000000, 0.0, 4736.5361328125
2722, -491.9063239097595, 1, 34.20288638499915, 771, 1666256,                                             1000000, 0.0, 5169.595703125
2723, 562.0265852808952, 1, 20.244620106001094, 450, 1666706,                                             1000000, 0.0, 5079.814453125
2724, 492.14764165878296, 1, 24.876279260002775, 552, 1667258,                                             1000000, 0.0, 4583.88134765625
2725, -44.316314212977886, 1, 36.58888892100367, 829, 1668087,                                             1000000, 0.0, 4177.19189453125
2726, -4058.7511038780212, 3, 15.142052979004802, 328, 1668415,                                             1000000, 0.0, 3998.14453125
2727, 1989.287586480379, 1, 11.048053431994049, 233, 1668648,                                             1000000, 0.0, 4754.79541015625
2728, 800.458898216486, 1, 16.91211638200184, 375, 1669023,                                             1000000, 0.0, 4890.51416015625
2729, -2800.3861597776413, 2, 8.244737988999987, 172, 1669195,                                             1000000, 0.0, 3839.50732421875
2730, 2139.4049944877625, 1, 6.927838083996903, 154, 1669349,                                             1000000, 0.0, 4251.2314453125
2731, 1272.2014414966106, 1, 18.5316983639932, 405, 1669754,                                             1000000, 0.0, 4106.783203125
2732, 1281.5163098573685, 1, 22.817269925006258, 489, 1670243,                                             1000000, 0.0, 4424.80517578125
2733, 1619.6278583407402, 1, 14.084885620999557, 317, 1670560,                                             1000000, 0.0, 4124.40771484375
2734, 856.7913920879364, 1, 23.49956146600016, 507, 1671067,                                             1000000, 0.0, 4715.11962890625
2735, 1582.6019941568375, 1, 17.047695815002953, 372, 1671439,                                             1000000, 0.0, 5463.7607421875
2736, -2687.7645723223686, 2, 9.499946902004012, 198, 1671637,                                             1000000, 0.0, 4557.29248046875
